TrnsnID,Data,CusmrID,ProdtID,ProdtName,Qutity,Prize,TtlSales,PaymentType,CusterAge
7860,08/20/2030,158,1093,Book G,-5,126.5,3886.87,paypal,46
3019,13-11-2027,877,1040,Book G,3,145.97,2357.98,Credit Card,66
2946,23-06-2033,932,1030,Bookk H,18,80.97,2427.3,paypal,84
4982,01-03-2027,428,1036,Book L,13,129.0,1280.61,paypal,94
5922,11/07/2023,16,1056,nan,-2,62.41,2902.12,debit card,61
9507,07/06/2025,197,1019,Book B,-4,145.43,3369.21,Credit Card,32
2664,17-06-2030,791,1004,Book L,18,131.28,151.32,paypal,55
8371,23-05-2028,835,1030,Book J,4,76.46,1764.1,Debit,36
1283,12/24/2025,359,1034,Book P,19,158.6,796.09,nan,2
7598,07/07/2036,879,1062,Book P,16,60.3,3268.64,paypal,4
1363,05/31/2033,205,1018,nan,-3,190.18,483.47,paypal,20
1438,08/18/2026,775,1087,Book O,19,187.07,4702.84,paypal,69
9727,05/09/2034,992,1052,Book L,18,49.74,536.12,Credit,76
8298,09/01/2023,614,1057,Book O,9,5.66,433.78,debit card,-6
57,28-04-2031,890,1055,nan,19,24.83,1007.88,Credit Card,79
4705,18-03-2025,936,1023,Book S,17,35.66,2249.53,nan,10
8570,19-11-2032,320,1074,Book K,14,113.15,4868.51,paypal,96
8618,10/27/2029,904,1090,Book A,0,128.04,2120.02,Credit,68
1845,07/16/2035,885,1038,Book K,-5,117.53,4444.19,Credit Card,78
5203,04/25/2036,733,1083,Book S,10,151.81,367.28,Debit,66
8666,14-11-2023,380,1022,Bok N,11,177.01,699.33,Cash,63
5706,28-05-2030,53,1060,Book D,13,30.61,4247.39,Cash,93
2881,16-04-2026,739,1034,Book M,3,178.27,1526.28,nan,-9
1744,07-08-2026,258,1091,Book F,-3,8.14,1757.86,Credit,38
8488,11/07/2030,803,1016,Book S,9,113.81,4270.69,Credit,14
8369,29-03-2035,110,1041,Book A,3,129.17,2395.99,Debit,7
7977,06-02-2025,361,1016,Book M,7,61.51,2629.33,Cash,65
9888,25-10-2025,241,1064,Book B,-3,62.15,1486.26,Debit,62
741,07/17/2025,840,1040,Book A,17,26.86,923.41,Credit,62
6523,02/11/2034,142,1045,Bookk H,0,106.61,2471.45,nan,0
4177,10-12-2028,988,1039,Book I,16,32.28,2096.18,Cash,56
1625,25-08-2032,354,1032,nan,-3,52.0,2224.85,nan,37
525,21-01-2034,200,1005,Book S,10,105.23,2782.24,Debit,15
6743,11-06-2026,465,1021,Book F,8,14.82,4265.94,Credit,23
4318,08/13/2023,703,1045,Book I,11,163.39,3632.5,debit card,89
5610,09/22/2027,313,1050,Book A,14,40.26,456.37,paypal,21
7399,03/11/2025,151,1010,Book M,13,98.02,391.63,debit card,91
6148,18-05-2032,194,1063,nan,12,64.6,1923.64,Debit,42
436,05-09-2035,333,1098,Book A,15,157.87,4173.2,paypal,7
3106,18-06-2031,829,1089,Book B,6,70.12,3881.37,Cash,-5
9979,01/14/2033,348,1096,Book I,11,191.02,4182.71,Credit Card,7
309,26-12-2025,817,1093,Book G,-2,29.97,3975.15,Credit,-9
1566,16-05-2025,449,1080,Book P,15,106.73,3998.57,paypal,22
2632,04/23/2025,407,1061,Book B,18,11.26,112.97,paypal,28
5728,07/13/2025,595,1002,nan,14,106.06,1409.77,Debit,88
4541,09-04-2025,517,1049,Book K,19,168.0,1738.75,Debit,4
402,07/09/2028,663,1002,Book D,-5,7.35,30.55,Cash,7
5614,11-01-2025,342,1062,Book A,9,106.78,3761.38,debit card,71
3069,06-12-2028,34,1017,Book I,18,175.84,608.73,Credit,39
882,01/25/2026,889,1072,Book L,18,73.24,679.67,Cash,52
435,09/10/2031,865,1055,Book T,13,72.23,2103.36,paypal,12
7285,13-03-2028,228,1095,Book O,15,57.64,2066.71,paypal,36
7052,04-05-2029,360,1013,Book D,-5,197.9,4187.75,paypal,25
9452,06/25/2024,888,1099,Book M,0,68.34,671.24,debit card,58
8496,03-04-2024,526,1069,Book A,-4,42.36,440.77,debit card,35
6843,06/30/2036,947,1093,nan,12,185.06,1162.74,nan,4
5870,10-12-2029,428,1017,Book D,18,12.17,1035.93,Credit,87
5685,21-08-2029,438,1019,nan,-1,143.01,3344.22,nan,82
289,03-09-2030,766,1040,Bok N,19,56.77,4773.83,paypal,58
5557,25-10-2030,674,1090,Book R,16,191.04,2436.46,Cash,75
8413,29-07-2024,423,1035,Book J,1,168.45,3459.48,paypal,-6
2624,10-11-2031,329,1029,Book K,2,181.92,3460.12,nan,98
6150,09/17/2027,900,1050,Book M,13,116.65,4390.84,Cash,83
477,11/01/2027,994,1063,Book T,16,69.43,3772.39,nan,94
7189,04/11/2032,331,1098,Bok N,19,189.46,3648.97,paypal,-7
9247,04/21/2028,187,1001,Book S,-1,95.0,88.1,Debit,88
9318,10/20/2032,921,1032,Book F,9,15.03,1185.34,Debit,31
3264,01/18/2029,648,1053,Book J,12,174.15,2895.51,Cash,32
3134,06/09/2034,356,1064,Bookk H,11,190.63,4039.47,debit card,92
738,03-08-2030,859,1016,Book G,-5,32.8,4253.55,Credit Card,37
6410,11-04-2034,73,1078,Book I,7,17.91,2958.36,paypal,62
4490,26-06-2025,569,1059,nan,16,101.5,2875.77,Cash,5
6706,08/01/2034,717,1024,Book I,8,138.11,2530.17,Cash,7
6256,02/20/2032,669,1078,Book T,8,184.06,818.8,Cash,51
9742,09-11-2030,562,1021,Book M,11,166.04,1084.88,nan,56
7647,12/19/2029,305,1098,nan,7,193.7,1347.79,Debit,94
7064,07/16/2027,135,1064,Book R,6,122.03,1147.0,Debit,48
7750,19-12-2029,687,1049,Boo E,8,132.81,877.14,Credit,42
6651,20-01-2028,249,1054,Book R,8,78.41,4864.97,Credit,16
7333,02/25/2034,296,1095,nan,13,116.63,1788.66,Cash,42
3861,12/11/2029,522,1080,Boo E,-2,49.22,3316.51,Credit Card,95
1840,10/22/2033,704,1024,Book O,-3,52.8,119.62,Cash,83
1996,11/13/2026,373,1075,Book S,0,77.77,2149.65,Cash,22
2400,01/23/2035,245,1016,Boo E,6,52.91,2973.69,Cash,39
8519,09/29/2027,821,1003,Book L,3,174.45,3881.49,paypal,98
9122,02/20/2024,536,1044,Book A,17,99.34,4716.01,nan,59
4216,24-09-2031,213,1005,nan,-1,28.33,2768.62,debit card,24
3687,08-04-2024,478,1080,Book P,19,26.33,670.45,Credit Card,42
801,06/23/2027,888,1052,Book I,4,143.85,1273.57,Cash,94
6253,01/26/2029,153,1052,Bok N,-4,69.93,2975.89,Credit Card,6
8116,08/03/2029,317,1049,nan,5,37.33,3735.07,Debit,22
1406,13-02-2024,683,1071,Book K,19,41.01,4981.21,Cash,40
7355,27-12-2025,783,1053,Book S,6,10.68,355.55,nan,79
70,16-11-2030,926,1042,Book R,0,114.02,3882.39,Credit Card,77
5860,27-09-2033,725,1008,Book M,10,34.25,3557.29,nan,-4
2760,03/03/2024,698,1021,Book K,6,32.83,1963.37,Credit,-9
6551,22-04-2027,938,1084,Book M,10,149.97,1998.12,Debit,-9
1587,20-06-2029,25,1044,Book G,-4,32.74,4156.61,Debit,72
4360,20-06-2023,132,1016,Book L,16,51.08,1035.14,debit card,49
5713,04-04-2028,469,1084,Bok N,1,28.27,2431.78,nan,-7
1075,08-05-2033,533,1051,Bookk H,12,180.55,871.6,paypal,33
4820,09-01-2036,676,1047,Book O,-3,51.48,602.8,Credit,0
8842,10/15/2029,705,1049,Book I,5,194.0,2515.74,Cash,69
6560,05/19/2034,262,1043,Bookk H,8,140.81,3724.48,nan,99
9746,09-01-2029,513,1018,nan,3,37.67,2078.28,debit card,46
2604,18-05-2031,990,1022,Book F,18,66.51,1487.62,Credit,38
9736,04/20/2035,819,1002,Book J,8,177.14,4491.56,Credit Card,64
1580,05/17/2024,705,1049,Book M,14,177.49,3421.8,debit card,47
8232,08/28/2036,856,1044,Bok N,19,10.79,3265.52,Debit,79
5701,07-02-2036,708,1036,Book T,19,65.8,1447.94,debit card,20
3724,08-02-2036,60,1009,Book J,1,106.03,3448.67,Credit Card,-2
410,30-11-2023,41,1016,Book T,8,44.3,3438.68,debit card,9
7597,12/28/2030,149,1057,Book O,15,46.68,1111.91,paypal,58
3886,19-10-2034,824,1053,Book J,14,122.45,2492.55,debit card,5
5732,11/22/2032,760,1002,nan,5,121.88,1262.21,Credit,47
5355,08/03/2036,617,1050,Book K,2,66.63,4568.45,Credit,94
3965,05/06/2033,463,1011,Book O,-2,70.62,2866.14,debit card,80
3092,13-03-2030,536,1023,Book B,7,9.08,364.19,nan,29
2727,04/02/2034,803,1012,Bok N,16,145.67,3730.25,Credit Card,78
478,02/23/2033,993,1025,Book F,4,52.22,2509.77,Cash,23
1330,01/09/2035,870,1051,Book K,4,119.39,384.91,paypal,60
2284,07/30/2023,500,1047,Book R,-2,195.67,955.89,Cash,18
9741,14-08-2025,573,1045,nan,11,94.65,2284.8,Debit,4
7074,17-06-2036,526,1016,nan,-3,65.15,2356.69,nan,33
1778,08-01-2025,89,1049,Book O,12,199.37,2450.38,Credit,65
6240,06-09-2025,733,1058,Book R,3,144.87,4041.12,debit card,22
752,22-09-2026,440,1022,Book G,-4,120.17,4239.72,Cash,20
5929,11/10/2024,355,1067,Boo E,6,68.04,161.03,Credit,12
4175,09/23/2032,106,1005,Book A,15,104.47,402.48,debit card,24
7314,11/12/2026,608,1002,Boo E,19,17.27,432.13,paypal,2
6174,27-03-2027,5,1048,nan,16,46.3,4358.75,Credit,25
7766,07-03-2034,985,1076,Boo E,12,193.58,605.35,Credit,40
9472,12/01/2023,360,1031,Bok N,-4,179.99,4615.46,nan,-2
8109,04-11-2031,786,1045,Book F,17,142.21,4226.62,Debit,65
5313,05-05-2031,794,1009,Book J,1,195.93,2072.23,Credit,58
5270,05/11/2035,161,1005,Book S,3,8.08,3789.75,Credit,31
469,05-07-2032,433,1013,Book L,0,182.26,3043.01,nan,5
1546,04-05-2035,876,1007,Book F,3,25.56,896.31,Credit,60
6460,28-01-2034,421,1027,nan,5,155.36,4846.79,paypal,95
2684,10-11-2032,770,1053,Book R,8,143.3,4909.38,Debit,84
7353,19-08-2036,840,1048,Book F,12,97.75,4185.78,paypal,-10
6330,28-09-2035,302,1051,Book L,1,16.89,715.28,Debit,38
1026,07/06/2033,569,1088,Book B,-2,21.63,1656.39,Debit,44
4682,15-01-2032,688,1092,Bookk H,-3,48.38,701.62,debit card,73
8171,01/03/2024,193,1004,Book T,0,45.27,2257.76,Debit,90
7260,02-11-2033,507,1050,Book P,-1,179.66,3837.32,paypal,40
2355,25-09-2027,557,1040,Boo E,19,8.9,3820.08,Cash,42
5228,07-12-2031,596,1082,Boo E,-1,81.11,4896.66,Cash,21
3781,07/30/2032,484,1023,Book T,17,81.36,3574.54,debit card,7
774,02-05-2026,754,1047,Bok N,6,155.73,1887.26,Credit,65
9453,03/18/2026,998,1041,Boo E,17,173.93,2195.23,debit card,62
8903,03-05-2030,916,1087,Bok N,10,52.08,1473.04,paypal,85
5959,09-02-2026,570,1007,Book L,-3,18.71,4640.98,nan,98
7825,02/20/2027,267,1088,Book A,19,78.43,904.28,Credit Card,72
642,05/25/2023,700,1028,Boo E,5,191.45,3808.31,debit card,-1
4333,29-02-2032,180,1067,Book M,14,18.13,3985.72,Credit,15
4003,29-01-2027,752,1083,Book K,7,82.81,3881.38,Credit,74
7793,11/06/2031,306,1017,Book P,15,130.43,660.23,Debit,59
3318,21-01-2035,306,1036,Book P,7,83.54,2080.65,Credit,-7
8621,08/21/2028,184,1025,Book T,6,119.17,3122.17,debit card,84
1109,03/31/2029,348,1089,Book J,17,130.95,2836.96,Credit,49
6614,03/21/2025,548,1000,Book L,4,177.61,1019.39,Credit Card,10
8845,04-06-2030,310,1023,Book P,0,73.47,3557.28,nan,89
1421,04-10-2027,989,1050,Book O,-4,148.03,4278.28,Credit Card,61
5118,11-07-2023,652,1069,Book P,9,80.05,996.93,paypal,51
6525,07-07-2023,294,1003,Book G,9,89.71,4639.03,Credit Card,17
5024,15-08-2028,462,1016,nan,3,60.38,3831.07,debit card,44
8697,29-06-2030,351,1071,Book A,13,175.58,1751.47,Cash,-7
9652,26-06-2029,38,1071,Book B,-2,90.91,639.92,Credit,44
5628,10-01-2034,855,1066,nan,15,196.12,1825.52,nan,94
9717,14-08-2023,668,1013,Bookk H,19,181.05,3484.32,nan,43
1681,04-06-2026,254,1056,Bok N,1,87.4,4055.77,nan,59
6871,06/02/2036,768,1059,Book P,-4,178.59,1217.58,Credit,51
634,03-07-2031,381,1016,Book B,18,74.24,3124.76,debit card,-3
2570,19-06-2036,271,1037,Book P,0,73.25,3195.88,debit card,10
3502,07/21/2033,263,1064,Book O,-5,40.13,1209.01,debit card,34
2167,24-08-2024,559,1061,Book P,7,115.99,1159.27,nan,95
364,07/24/2029,963,1074,Book K,18,120.49,4861.44,Credit,-6
6924,01/03/2023,189,1055,Book A,4,181.53,1778.24,nan,64
2826,03/26/2026,28,1057,Book J,14,36.72,2396.25,Credit,50
8475,13-01-2033,47,1005,Book F,19,158.68,837.22,Debit,93
6392,28-10-2030,407,1005,Book D,17,14.1,1485.81,Debit,-3
7690,07/03/2026,51,1001,Book R,-3,41.11,1295.33,Credit,-2
7348,01/25/2031,484,1024,nan,17,188.42,3882.53,Credit Card,99
7077,05/17/2026,744,1069,Book J,0,10.93,4338.88,Credit Card,25
7311,30-12-2029,977,1074,Book I,1,45.79,364.97,nan,87
5995,11-09-2023,271,1010,Book B,1,152.15,748.26,Credit Card,86
7862,04/01/2026,1,1041,Book P,-1,134.84,2122.58,nan,11
1173,11/16/2031,617,1078,Book P,1,98.73,2544.88,debit card,36
6867,06/17/2030,368,1035,Book K,-4,62.16,383.96,Debit,41
4322,04/24/2024,382,1059,Book M,7,84.64,1765.89,Debit,49
6534,29-05-2036,732,1096,Book F,16,39.43,230.93,Credit Card,32
2577,09/26/2032,708,1004,nan,11,136.21,2861.84,Debit,-2
1990,17-06-2024,273,1071,Book L,16,181.43,4532.03,paypal,-1
7135,22-01-2033,294,1048,nan,8,103.32,1437.68,paypal,7
9962,07/05/2033,19,1064,Book G,0,46.89,755.69,nan,91
6462,19-02-2033,166,1010,Book L,4,157.42,3865.39,Credit Card,81
5731,10/10/2028,379,1070,Book A,3,151.84,1639.62,nan,57
8494,18-06-2025,52,1068,Book G,5,75.87,1533.84,Credit,58
2629,04/05/2029,913,1068,Bok N,11,27.97,2656.75,Credit Card,65
7979,11/10/2030,35,1089,Book K,19,72.19,1795.98,Credit,51
1411,12/25/2031,733,1053,Book G,12,178.83,4588.61,Credit,95
8262,22-08-2035,993,1057,nan,12,57.04,4748.47,Credit Card,-3
4922,06/02/2024,242,1061,Book P,19,128.08,1723.84,nan,28
6419,15-04-2024,710,1059,Book L,-3,64.87,4919.36,Debit,19
4281,09/23/2027,544,1055,Book I,-5,79.94,161.9,Cash,56
8177,11/06/2027,329,1065,Book L,3,112.34,3679.92,Cash,13
9780,01/29/2025,828,1076,Bok N,16,192.42,3683.41,Credit Card,5
816,17-01-2024,95,1056,Book M,14,75.43,1017.34,nan,35
2405,23-03-2035,155,1077,Book R,3,36.45,554.28,Credit,54
6207,14-08-2028,40,1056,Bok N,16,62.09,2911.27,paypal,69
7939,02/20/2035,717,1075,Boo E,9,71.97,533.47,Credit,49
6222,04/13/2023,898,1035,Book T,-1,75.1,4983.95,debit card,23
2132,10/21/2035,868,1058,Bookk H,13,178.16,306.38,paypal,67
1798,17-12-2030,59,1065,Bookk H,2,172.7,1021.87,Debit,52
3091,22-07-2033,989,1076,Book T,2,120.23,3408.99,Credit,67
4282,20-05-2024,305,1022,Book S,6,7.4,2781.91,Credit,70
9245,08/29/2023,33,1012,Book F,19,154.25,4572.49,Debit,7
3123,04/03/2034,503,1099,Book M,-2,133.38,1098.34,paypal,67
5146,08-04-2030,743,1067,Book R,13,83.1,4354.09,Cash,29
9678,26-06-2030,826,1067,Book J,-5,36.57,1834.5,Cash,94
123,01/31/2031,561,1032,Book A,-2,73.56,4444.64,debit card,92
180,06/29/2025,181,1034,Book I,-2,55.22,2691.88,Credit,23
9346,09-02-2024,48,1005,Boo E,17,188.67,2846.27,debit card,26
5655,01-04-2027,382,1011,Book I,6,171.77,4550.31,Credit,47
5305,08/02/2028,818,1035,Book S,18,192.34,106.15,nan,87
6504,11/12/2025,739,1008,nan,14,65.51,3942.51,nan,3
5387,09/13/2023,103,1047,Boo E,15,165.25,2278.97,Debit,93
1158,03/06/2035,735,1098,Boo E,17,10.37,823.66,paypal,7
238,12-05-2030,868,1052,Book D,13,72.07,3463.54,nan,73
1533,02/14/2023,361,1076,Book P,0,28.31,318.71,debit card,23
8665,24-07-2029,813,1046,Book L,12,151.51,718.12,Credit Card,73
6452,04/24/2031,742,1023,Book D,17,72.87,542.68,Debit,-3
9206,03/26/2030,501,1084,nan,16,14.34,229.03,nan,0
1536,10/04/2026,942,1040,Boo E,11,51.28,1112.83,paypal,45
7741,10/20/2025,988,1083,Book B,15,41.0,4553.92,Credit,66
4814,02-12-2032,725,1058,nan,18,67.48,105.34,Debit,83
2606,04-02-2028,255,1010,nan,-2,47.89,1370.92,nan,74
3854,23-01-2026,382,1083,Book S,3,192.75,93.02,paypal,3
7204,11/04/2035,50,1021,nan,-5,63.88,4744.59,Debit,47
7628,05/10/2029,258,1006,Book A,18,106.15,3429.25,debit card,11
2178,23-08-2032,116,1065,nan,0,111.77,1535.91,nan,5
8168,09/01/2030,536,1048,Book J,13,29.46,71.93,debit card,-9
2352,27-01-2031,318,1073,Book J,3,160.12,3543.5,paypal,10
6635,12/02/2024,886,1056,Book I,10,46.82,1062.78,Debit,38
3496,15-05-2025,57,1098,Book D,-3,140.54,3686.18,Debit,19
8318,12/31/2035,173,1045,Book F,9,152.78,1196.45,Credit Card,66
2135,27-12-2026,574,1008,Book R,17,149.98,2793.73,paypal,97
1481,23-03-2034,336,1024,Book S,12,144.9,582.62,debit card,37
2794,14-03-2027,46,1089,nan,3,101.04,4339.18,debit card,25
4956,03/13/2029,693,1073,Book K,10,35.65,3683.28,Credit Card,51
9879,09/04/2025,260,1035,Book J,-1,169.0,2132.87,Credit Card,41
4950,01/05/2024,331,1008,Bookk H,8,54.95,977.2,Debit,19
7543,07/04/2026,655,1016,Book B,16,81.35,740.07,Credit Card,-7
5170,27-10-2031,465,1046,Book B,13,34.8,2110.77,debit card,87
8501,01/19/2024,90,1008,nan,12,128.44,2583.96,Credit,90
9524,09/15/2025,819,1057,Book O,-2,46.76,4400.79,Credit Card,31
3615,07/07/2035,377,1064,Book F,2,30.15,4814.27,Credit Card,82
3911,29-12-2030,134,1052,Book F,18,148.86,3026.38,Credit,19
9534,12-12-2031,992,1051,Book M,2,180.3,1012.67,Cash,67
3800,03-02-2026,515,1022,Book I,15,72.47,1414.18,Credit,58
1953,22-07-2034,446,1007,Book J,12,154.06,1437.18,Credit Card,36
556,09/03/2028,226,1049,Book R,-1,86.24,3542.09,Credit,13
6996,13-07-2023,675,1002,Book B,11,81.5,4062.42,debit card,35
1164,05/11/2023,1,1039,Book T,18,81.96,3912.11,paypal,50
1585,02-11-2030,761,1023,Book S,2,168.49,3445.21,Credit Card,69
6301,07/30/2027,333,1032,Boo E,1,93.29,167.61,Debit,19
7540,16-04-2025,253,1011,Bookk H,6,190.71,3173.31,debit card,90
6271,05/05/2029,230,1021,nan,0,160.6,1637.71,Cash,97
6205,03/21/2032,43,1086,Bookk H,19,33.16,3968.93,debit card,36
5363,10/06/2029,982,1016,Book D,15,29.74,2516.59,Credit,68
8089,07/01/2029,298,1002,Book S,-3,98.2,2589.85,Credit,15
5013,09-05-2032,261,1012,Book M,1,90.55,4429.9,debit card,44
1599,10/07/2023,196,1065,nan,16,52.02,3269.66,nan,77
7349,23-08-2030,761,1027,Book G,11,199.72,2867.78,Cash,13
301,09/24/2028,619,1083,Book F,14,75.55,1521.47,Credit,68
8499,12-04-2032,954,1016,Book F,9,122.15,4697.02,Debit,84
9759,05-03-2029,17,1040,Book L,-4,165.65,4738.34,debit card,78
6325,08-07-2033,290,1043,Book F,4,29.34,1894.33,debit card,63
5815,25-11-2026,231,1079,Book I,0,150.25,894.01,Cash,74
3326,19-07-2033,737,1095,Book T,12,153.91,2110.94,Cash,78
8974,09-08-2025,87,1099,Book L,9,110.31,4092.41,debit card,68
8972,10-09-2028,548,1047,Book M,7,170.87,20.64,Debit,68
2859,06/07/2027,102,1037,Book D,9,164.96,1962.64,Cash,18
9107,01-12-2025,153,1068,Book I,6,40.42,3532.18,Credit Card,27
9932,13-10-2025,519,1063,Bookk H,19,40.35,1429.38,Debit,45
3143,12/31/2028,531,1062,Book D,0,182.36,2106.17,Credit,7
1360,25-06-2032,439,1072,Book P,9,69.02,2237.53,debit card,52
5559,15-04-2026,263,1032,Book I,9,60.65,1075.77,Debit,0
1936,01-02-2026,763,1011,Book S,6,6.43,1655.08,paypal,15
3206,10/23/2026,303,1080,Book K,18,143.83,1456.9,Cash,18
5821,23-04-2023,919,1059,Book O,9,93.87,3363.83,paypal,29
487,06/04/2025,703,1011,Book R,0,73.03,1283.15,Debit,97
9158,13-08-2023,727,1079,Book T,4,27.34,3627.85,nan,90
4451,08/26/2024,869,1063,Book L,4,66.88,1534.55,debit card,-10
8012,31-10-2028,900,1083,Book G,18,103.81,504.07,nan,14
4477,08/12/2031,359,1035,Book K,5,109.55,4512.97,paypal,10
5730,14-03-2031,790,1066,nan,3,29.09,2638.99,Credit,54
8914,03-04-2036,14,1084,Book O,15,86.22,2556.99,Credit Card,79
3338,05/22/2030,173,1045,Bok N,0,83.12,3160.05,Cash,9
7531,03/16/2036,994,1018,Book G,1,96.25,2918.46,Credit Card,13
1153,26-08-2024,25,1077,Book S,10,21.57,1050.38,nan,57
5509,03-03-2029,823,1072,Book M,18,105.67,3248.9,Debit,16
9840,31-01-2035,577,1090,Boo E,15,92.48,992.29,nan,45
7257,02/27/2032,707,1072,Book P,13,127.5,208.03,Debit,98
8614,10/19/2031,954,1033,Bookk H,1,91.68,2797.98,paypal,69
9109,29-07-2034,649,1061,Bookk H,-2,82.57,479.71,Credit Card,55
3353,04/29/2028,280,1070,nan,9,88.64,2078.33,Debit,22
6724,02/13/2026,596,1065,Book D,1,101.8,1819.48,Cash,20
9801,17-07-2023,824,1098,Book R,19,85.65,1456.3,paypal,31
8628,03/21/2024,103,1021,nan,9,160.83,3200.41,Cash,12
9902,03/30/2026,219,1012,Book R,-2,179.59,698.69,debit card,67
6104,15-01-2031,537,1073,Boo E,2,135.73,1375.73,paypal,12
666,23-02-2026,787,1037,Book L,5,113.2,1347.04,Credit Card,-7
3519,31-12-2030,246,1069,Book S,11,138.48,1152.26,Credit Card,26
9549,18-09-2033,219,1081,Book O,16,25.83,1507.99,Credit,-1
7453,11/29/2034,677,1041,Book T,7,165.88,1666.67,Debit,5
643,12/12/2031,342,1035,Book L,2,119.8,4851.36,debit card,75
9486,01/01/2029,483,1021,nan,-1,143.53,996.22,Credit,40
177,12-03-2030,160,1055,Book T,3,20.36,450.3,Debit,77
8917,01/27/2028,827,1069,Boo E,0,169.99,295.5,nan,87
440,06/27/2025,55,1021,Book J,15,33.25,4741.61,Credit Card,17
6334,01-08-2027,510,1074,Book O,1,8.28,2962.31,nan,15
787,08/19/2032,640,1002,Book T,13,35.47,243.57,debit card,71
8385,08-04-2029,162,1032,Book P,19,165.24,1200.21,Debit,70
6511,28-08-2034,41,1059,Book B,-4,95.96,4807.12,debit card,41
9813,03/02/2025,833,1049,nan,17,150.78,2193.55,paypal,-4
3203,06/11/2036,315,1080,nan,6,22.89,3893.84,paypal,0
4914,03/27/2032,334,1071,Book T,5,46.09,3806.73,Debit,47
5507,07/07/2027,179,1082,Book K,-4,122.42,3395.18,Credit,52
8117,06/03/2033,228,1004,Book L,8,121.64,2337.5,paypal,25
92,01/21/2031,328,1018,Book R,5,134.14,1909.26,Debit,-3
6595,10-10-2033,822,1056,nan,-2,154.32,2133.9,Credit,76
5866,17-07-2026,227,1068,Book P,17,49.74,2135.36,Credit Card,95
9602,07/06/2034,131,1081,Book L,9,67.28,3650.38,Credit,89
6160,23-12-2023,745,1065,Book M,5,132.51,766.34,Debit,79
1972,10-04-2029,899,1011,Book T,-4,131.11,351.49,Cash,65
2906,23-05-2033,121,1094,Boo E,-3,8.86,1322.2,paypal,37
531,22-04-2031,248,1026,Book R,-5,159.65,871.22,Credit,3
3816,22-02-2029,937,1058,Boo E,12,182.32,4629.26,paypal,70
997,08/13/2027,961,1078,Boo E,17,102.01,2310.37,paypal,27
3575,12/12/2028,360,1006,Book O,17,86.88,1766.75,Credit Card,85
5406,28-06-2029,872,1025,Book M,2,166.94,510.27,paypal,73
5768,05/31/2034,135,1095,Book D,7,52.05,4537.55,Cash,44
6400,24-05-2035,885,1045,Book K,5,13.11,1179.03,Debit,43
2313,10/14/2026,709,1054,Book T,-1,181.41,4166.51,paypal,88
2155,05/17/2035,619,1095,nan,7,106.15,1998.76,Debit,83
4351,22-01-2034,593,1053,Book L,0,199.35,1809.7,paypal,91
1428,01-02-2036,293,1098,Book M,8,75.2,2415.46,debit card,68
4708,10-05-2028,280,1069,Bok N,-5,17.98,3302.2,debit card,-3
6176,20-06-2033,201,1074,nan,-3,194.56,2372.55,paypal,81
4002,26-08-2031,357,1063,nan,17,81.74,2787.9,Credit,8
3725,06/20/2031,202,1003,Book D,7,160.25,2194.0,Credit Card,-2
3086,12-06-2028,7,1035,Book B,9,66.6,4248.03,Credit Card,3
6034,24-06-2035,23,1090,Book O,5,26.23,2586.12,Credit Card,84
7911,14-02-2030,114,1077,nan,15,48.09,1697.13,paypal,18
4566,27-08-2025,356,1019,Book I,14,108.77,601.47,Debit,24
6665,02/16/2035,441,1035,Book L,11,104.27,2352.18,Debit,68
5225,04/12/2030,372,1009,Book I,10,23.91,3341.25,Cash,-2
496,06/20/2023,312,1007,Book S,17,179.37,4645.99,debit card,25
9729,19-12-2035,628,1005,Book K,3,150.27,2279.09,debit card,60
2322,15-12-2026,186,1048,Book A,12,92.17,131.14,Debit,19
4367,03/22/2024,301,1016,Book I,-4,120.02,1976.19,debit card,-9
9659,16-01-2028,617,1060,nan,-2,58.31,558.88,debit card,49
152,11/05/2025,65,1089,Book M,-2,110.45,2708.51,paypal,53
4289,09-11-2027,725,1014,Book B,13,183.25,3978.9,paypal,24
695,06/14/2035,438,1068,Bok N,-3,56.11,2491.09,Credit,47
7172,06-11-2029,810,1010,Boo E,-5,173.18,4620.76,debit card,7
5831,22-12-2031,471,1025,Book L,5,67.09,4040.84,Cash,6
1739,27-11-2024,612,1011,Book L,-3,180.36,47.35,debit card,39
3002,16-02-2030,6,1031,Book S,19,114.54,4957.86,debit card,33
168,08/30/2033,74,1019,Book A,-4,166.77,3903.04,Credit Card,51
5083,12/19/2035,885,1086,Book I,17,102.76,191.2,Cash,75
4731,11/10/2023,76,1093,Book G,14,192.77,4917.5,paypal,15
2866,05/12/2026,603,1093,Boo E,2,33.62,4639.83,debit card,16
8637,12-12-2033,330,1001,Book P,11,194.92,997.53,nan,9
3935,07/18/2034,789,1019,Book I,12,93.05,4735.82,Cash,44
6026,26-10-2034,875,1009,Book T,-5,21.13,2538.5,Debit,72
2884,09/20/2025,968,1035,Book I,8,70.43,2692.42,Credit,71
3032,26-03-2027,186,1022,nan,-4,154.45,3765.29,Debit,97
5913,09/08/2035,278,1088,Book R,4,36.85,206.8,debit card,51
8625,25-07-2024,728,1037,Boo E,2,104.09,1856.36,Credit Card,47
4867,03/31/2024,50,1041,nan,17,17.59,3926.35,nan,55
4154,06/16/2036,776,1032,Book I,12,60.94,249.15,Credit,3
8949,24-06-2032,379,1023,Book R,1,164.62,1393.69,Cash,83
